IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.39.96,4,4,0.00,50.59,51.89
162.159.7.10,4,4,0.00,60.33,36.34
108.162.198.174,4,4,0.00,54.43,35.22
172.64.151.97,4,4,0.00,60.77,33.89
172.64.48.151,4,4,0.00,59.47,33.55
172.64.52.73,4,4,0.00,60.99,32.07
162.159.38.208,4,4,0.00,58.67,31.20
162.159.42.153,4,4,0.00,60.29,28.94
162.159.25.220,4,4,0.00,58.64,27.87
162.159.13.238,4,4,0.00,60.48,27.62
104.18.36.51,4,4,0.00,57.82,27.20
173.245.58.220,4,4,0.00,60.19,26.91
172.64.146.247,4,4,0.00,58.87,26.32
172.64.42.31,4,4,0.00,60.94,25.35
172.64.53.40,4,4,0.00,57.48,25.31
162.159.44.157,4,4,0.00,56.92,24.40
172.64.145.249,4,4,0.00,59.78,24.27
162.159.32.38,4,4,0.00,58.46,22.44
162.159.17.14,4,4,0.00,60.31,21.76
172.64.34.155,4,4,0.00,60.62,20.86
