IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.159.155,4,4,0.00,68.30,25.32
162.159.10.246,4,4,0.00,62.45,24.81
172.64.153.103,4,4,0.00,64.71,24.52
162.159.20.175,4,4,0.00,66.57,24.08
162.159.18.38,4,4,0.00,64.69,23.88
172.64.144.72,4,4,0.00,67.87,23.48
108.162.195.60,4,4,0.00,65.82,23.22
172.64.38.190,4,4,0.00,68.15,22.68
162.159.19.232,4,4,0.00,68.10,21.85
162.159.26.43,4,4,0.00,68.30,21.32
162.159.45.183,4,4,0.00,66.09,20.95
162.159.60.228,4,4,0.00,67.47,20.80
172.64.53.39,4,4,0.00,66.47,20.40
162.159.34.170,4,4,0.00,68.84,19.72
172.64.33.57,4,4,0.00,66.26,17.36
172.64.148.111,4,4,0.00,69.29,16.85
172.64.49.14,4,4,0.00,69.07,16.68
162.159.5.110,4,4,0.00,68.68,16.33
172.64.52.17,4,4,0.00,64.88,16.16
108.162.198.196,4,4,0.00,56.52,16.01
