IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
198.41.200.55,4,4,0.00,153.29,20.69
104.21.236.122,4,4,0.00,155.10,20.31
172.64.94.103,4,4,0.00,149.61,19.46
172.64.81.155,4,4,0.00,155.52,19.02
162.159.235.93,4,4,0.00,159.20,18.96
172.66.45.190,4,4,0.00,160.73,18.90
190.93.246.135,4,4,0.00,149.96,18.85
172.64.72.4,4,4,0.00,153.31,18.51
172.66.42.21,4,4,0.00,155.35,17.97
162.159.236.87,4,4,0.00,159.15,17.96
104.16.14.211,4,4,0.00,154.96,17.89
162.159.240.124,4,4,0.00,156.68,17.62
198.41.206.91,4,4,0.00,157.52,17.56
172.64.79.117,4,4,0.00,158.17,16.45
104.16.23.246,4,4,0.00,158.25,16.04
190.93.244.98,4,4,0.00,160.27,14.27
198.41.193.232,4,4,0.00,158.08,13.95
172.64.86.198,4,4,0.00,153.10,13.67
172.64.34.225,4,4,0.00,73.41,11.52
162.159.237.112,4,4,0.00,160.15,11.26
