IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.27.216,4,4,0.00,66.33,59.93
162.159.22.182,4,4,0.00,66.08,47.36
162.159.12.88,4,4,0.00,60.44,24.00
172.64.151.175,4,4,0.00,65.54,22.55
172.64.40.131,4,4,0.00,64.55,22.41
162.159.5.170,4,4,0.00,63.35,21.06
172.64.150.227,4,4,0.00,60.37,20.16
172.64.53.244,4,4,0.00,54.71,20.12
162.159.11.180,4,4,0.00,65.75,19.92
198.41.211.126,4,4,0.00,64.30,19.82
172.64.43.195,4,4,0.00,64.64,19.74
162.159.33.170,4,4,0.00,61.85,19.67
162.159.16.42,4,4,0.00,62.47,19.62
162.159.15.24,4,4,0.00,65.02,18.92
172.64.158.199,4,4,0.00,63.53,18.47
172.64.146.103,4,4,0.00,60.28,18.38
162.159.13.82,4,4,0.00,64.39,18.35
162.159.7.242,4,4,0.00,64.06,16.85
108.162.192.213,4,4,0.00,63.12,16.07
172.64.147.217,4,4,0.00,66.02,13.22
