IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.53.126,4,4,0.00,60.76,29.65
108.162.194.126,4,4,0.00,60.44,29.55
172.64.32.134,4,4,0.00,60.38,28.33
172.64.158.178,4,4,0.00,64.04,26.61
162.159.49.23,4,4,0.00,59.64,24.03
162.159.38.90,4,4,0.00,58.09,22.62
173.245.59.139,4,4,0.00,61.71,22.28
172.64.52.175,4,4,0.00,61.90,22.27
172.64.41.126,4,4,0.00,64.22,20.42
162.159.10.219,4,4,0.00,63.60,20.34
108.162.198.185,4,4,0.00,57.09,20.15
172.64.159.28,4,4,0.00,59.36,19.32
162.159.25.181,4,4,0.00,63.32,19.06
172.64.151.162,4,4,0.00,60.55,18.80
172.64.156.230,4,4,0.00,64.37,17.78
172.64.34.0,4,4,0.00,62.64,17.73
162.159.14.227,4,4,0.00,64.56,17.70
162.159.27.237,4,4,0.00,61.44,17.10
162.159.58.137,4,4,0.00,62.40,16.89
108.162.195.36,4,4,0.00,62.34,14.31
