IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.39.172,4,4,0.00,64.04,27.84
162.159.0.17,4,4,0.00,63.03,24.76
162.159.8.221,4,4,0.00,60.29,22.35
172.64.35.212,4,4,0.00,60.35,21.66
198.41.223.149,4,4,0.00,62.35,21.05
162.159.40.49,4,4,0.00,62.68,20.92
172.64.32.88,4,4,0.00,62.66,20.49
162.159.33.57,4,4,0.00,65.13,19.33
162.159.2.135,4,4,0.00,65.26,18.94
162.159.43.241,4,4,0.00,64.66,18.74
172.64.147.144,4,4,0.00,59.60,18.37
162.159.3.85,4,4,0.00,61.22,18.37
162.159.18.95,4,4,0.00,62.92,18.30
172.64.149.6,4,4,0.00,62.70,18.04
172.64.49.188,4,4,0.00,65.02,17.83
172.64.158.178,4,4,0.00,60.82,17.49
172.64.50.130,4,4,0.00,64.41,17.35
172.64.52.86,4,4,0.00,64.43,17.07
172.64.145.222,4,4,0.00,60.24,16.68
162.159.7.245,4,4,0.00,60.40,14.53
