IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.21.72,4,4,0.00,62.63,36.12
172.64.38.59,4,4,0.00,63.28,33.21
108.162.198.46,4,4,0.00,61.18,27.19
162.159.12.184,4,4,0.00,60.76,24.25
162.159.8.38,4,4,0.00,61.92,24.19
172.64.42.155,4,4,0.00,60.63,23.04
162.159.2.50,4,4,0.00,63.32,22.93
162.159.49.116,4,4,0.00,63.38,22.32
162.159.43.226,4,4,0.00,62.91,21.49
162.159.18.196,4,4,0.00,59.67,20.60
108.162.193.247,4,4,0.00,60.95,20.50
162.159.33.4,4,4,0.00,59.88,20.48
108.162.196.209,4,4,0.00,61.66,18.85
162.159.32.198,4,4,0.00,59.69,17.21
172.64.153.169,4,4,0.00,63.08,16.94
162.159.16.0,4,4,0.00,61.53,16.62
162.159.45.29,4,4,0.00,61.04,15.48
162.159.62.250,4,4,0.00,61.34,15.28
108.162.192.77,4,4,0.00,61.41,14.33
172.64.49.87,4,4,0.00,62.84,4.83
