IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.3.241,4,4,0.00,61.48,134.43
162.159.24.145,4,4,0.00,61.90,34.87
162.159.17.1,4,4,0.00,57.88,34.63
162.159.44.216,4,4,0.00,62.54,34.62
162.159.12.223,4,4,0.00,61.75,29.65
172.64.40.166,4,4,0.00,62.06,29.20
162.159.14.23,4,4,0.00,58.30,28.90
162.159.18.149,4,4,0.00,60.85,28.54
172.64.145.230,4,4,0.00,62.93,27.53
108.162.193.178,4,4,0.00,62.10,26.28
172.64.34.88,4,4,0.00,63.23,25.67
162.159.22.5,4,4,0.00,59.63,25.35
162.159.11.191,4,4,0.00,62.34,24.34
172.64.147.230,4,4,0.00,61.78,24.27
162.159.21.235,4,4,0.00,60.43,23.80
162.159.45.85,4,4,0.00,58.58,23.63
172.64.52.200,4,4,0.00,55.84,23.46
108.162.198.12,4,4,0.00,58.99,23.25
162.159.38.96,4,4,0.00,61.01,22.62
162.159.7.97,4,4,0.00,63.09,22.27
