IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.38.4,4,4,0.00,61.59,72.26
108.162.195.84,4,4,0.00,66.60,31.52
172.64.49.125,4,4,0.00,67.39,27.59
173.245.58.47,4,4,0.00,66.29,27.21
162.159.12.123,4,4,0.00,66.77,26.97
162.159.10.152,4,4,0.00,65.06,26.40
172.64.158.249,4,4,0.00,66.69,24.29
108.162.192.128,4,4,0.00,66.78,23.85
162.159.25.120,4,4,0.00,64.17,22.55
162.159.34.163,4,4,0.00,67.10,22.24
172.64.35.133,4,4,0.00,63.12,22.03
162.159.60.73,4,4,0.00,67.46,20.68
108.162.198.211,4,4,0.00,64.48,20.45
172.64.144.157,4,4,0.00,65.68,20.06
162.159.45.66,4,4,0.00,65.23,19.99
108.162.196.166,4,4,0.00,65.15,19.67
162.159.39.102,4,4,0.00,65.58,19.54
172.64.150.11,4,4,0.00,67.20,18.49
172.64.32.40,4,4,0.00,67.41,16.95
162.159.44.62,4,4,0.00,62.09,14.14
