IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
108.162.198.23,4,4,0.00,57.12,36.82
172.64.153.69,4,4,0.00,63.57,28.81
162.159.16.229,4,4,0.00,63.91,27.64
162.159.9.128,4,4,0.00,63.41,27.01
172.64.147.205,4,4,0.00,65.04,26.97
172.64.34.210,4,4,0.00,62.35,26.52
162.159.5.96,4,4,0.00,60.86,25.92
162.159.24.9,4,4,0.00,64.13,22.50
172.64.48.9,4,4,0.00,60.74,22.31
172.64.42.244,4,4,0.00,63.58,21.52
172.64.149.62,4,4,0.00,65.11,21.39
172.64.157.234,4,4,0.00,65.68,21.06
162.159.25.58,4,4,0.00,65.32,20.61
108.162.194.93,4,4,0.00,63.83,20.09
172.64.229.93,4,4,0.00,55.17,18.54
162.159.12.251,4,4,0.00,65.45,17.94
162.159.2.191,4,4,0.00,64.99,17.04
198.41.211.49,4,4,0.00,63.89,14.04
172.64.158.110,4,4,0.00,65.24,13.16
162.159.7.215,4,4,0.00,65.45,13.04
