IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.1.67,4,4,0.00,66.81,24.79
198.41.211.57,4,4,0.00,68.83,24.58
162.159.23.207,4,4,0.00,67.80,24.00
162.159.18.130,4,4,0.00,68.39,23.76
172.64.148.42,4,4,0.00,66.56,23.72
162.159.44.240,4,4,0.00,67.36,23.42
108.162.194.175,4,4,0.00,64.78,23.04
162.159.45.92,4,4,0.00,61.81,22.23
162.159.14.137,4,4,0.00,68.21,21.15
162.159.15.96,4,4,0.00,66.11,20.52
162.159.12.158,4,4,0.00,68.73,20.28
172.64.53.245,4,4,0.00,61.23,19.03
162.159.16.187,4,4,0.00,68.95,18.27
162.159.21.150,4,4,0.00,66.61,18.25
172.64.52.66,4,4,0.00,59.81,18.15
172.64.35.79,4,4,0.00,68.77,16.84
172.64.150.4,4,4,0.00,64.53,16.10
108.162.198.90,4,4,0.00,60.29,15.33
172.64.49.101,4,4,0.00,66.64,14.46
172.64.153.66,4,4,0.00,68.23,13.20
