IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.151.126,4,4,0.00,61.47,49.89
162.159.60.5,4,4,0.00,63.48,30.32
162.159.17.15,4,4,0.00,62.08,27.69
162.159.24.183,4,4,0.00,62.66,26.84
162.159.4.43,4,4,0.00,62.95,26.46
162.159.62.101,4,4,0.00,60.53,25.75
162.159.42.61,4,4,0.00,63.25,24.80
162.159.8.145,4,4,0.00,63.61,24.26
162.159.15.111,4,4,0.00,62.22,24.23
172.64.229.98,4,4,0.00,59.24,23.04
108.162.195.196,4,4,0.00,62.74,22.79
162.159.0.37,4,4,0.00,63.39,22.61
162.159.44.83,4,4,0.00,60.17,20.97
172.64.40.68,4,4,0.00,63.78,20.97
108.162.194.48,4,4,0.00,59.37,20.21
162.159.7.103,4,4,0.00,62.02,20.04
162.159.2.191,4,4,0.00,62.73,19.60
172.64.153.124,4,4,0.00,59.80,17.75
172.64.152.80,4,4,0.00,60.88,17.11
172.64.35.126,4,4,0.00,60.16,16.73
