IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.229.168,4,4,0.00,65.50,23.95
172.64.41.83,4,4,0.00,68.10,22.70
162.159.45.181,4,4,0.00,67.38,21.39
172.64.40.149,4,4,0.00,70.20,21.36
108.162.194.186,4,4,0.00,68.04,20.91
162.159.24.27,4,4,0.00,70.11,20.91
162.159.62.240,4,4,0.00,68.91,20.71
173.245.59.179,4,4,0.00,65.95,20.59
162.159.39.18,4,4,0.00,68.74,20.37
162.159.0.242,4,4,0.00,69.93,19.70
162.159.44.26,4,4,0.00,65.35,18.60
162.159.10.193,4,4,0.00,68.59,17.79
108.162.193.211,4,4,0.00,69.03,17.68
108.162.195.200,4,4,0.00,69.64,16.81
198.41.223.152,4,4,0.00,68.34,16.55
172.64.53.86,4,4,0.00,67.66,16.33
108.162.198.83,4,4,0.00,66.14,15.97
172.64.159.222,4,4,0.00,69.39,15.74
172.64.42.162,4,4,0.00,69.70,15.56
162.159.60.224,4,4,0.00,65.85,12.76
