IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.42.6,4,4,0.00,60.53,87.37
172.64.35.30,4,4,0.00,62.32,32.31
162.159.3.215,4,4,0.00,61.01,30.37
162.159.14.143,4,4,0.00,60.59,30.19
162.159.17.27,4,4,0.00,62.57,27.90
172.64.148.74,4,4,0.00,62.15,27.02
172.64.52.237,4,4,0.00,60.13,26.34
172.64.53.201,4,4,0.00,52.03,26.32
172.64.144.188,4,4,0.00,61.08,26.11
162.159.21.147,4,4,0.00,61.74,26.08
162.159.23.5,4,4,0.00,62.04,25.74
172.64.34.236,4,4,0.00,61.50,25.38
108.162.196.118,4,4,0.00,59.51,25.17
162.159.34.195,4,4,0.00,60.88,25.01
162.159.42.135,4,4,0.00,60.02,24.95
162.159.44.120,4,4,0.00,62.76,24.19
162.159.25.139,4,4,0.00,62.48,23.12
162.159.22.171,4,4,0.00,60.48,23.11
162.159.45.59,4,4,0.00,55.86,19.88
162.159.6.111,4,4,0.00,61.25,18.02
