IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.159.191,4,4,0.00,63.05,37.04
162.159.41.28,4,4,0.00,64.39,35.27
172.64.149.241,4,4,0.00,63.21,31.61
172.64.48.67,4,4,0.00,62.36,27.24
162.159.6.212,4,4,0.00,62.45,27.01
162.159.44.221,4,4,0.00,60.95,26.79
162.159.7.26,4,4,0.00,62.88,26.22
162.159.45.29,4,4,0.00,56.32,24.28
172.64.158.237,4,4,0.00,63.98,23.76
162.159.62.218,4,4,0.00,62.74,23.24
162.159.2.148,4,4,0.00,63.86,22.98
162.159.18.120,4,4,0.00,62.10,22.07
162.159.14.210,4,4,0.00,63.36,21.78
162.159.0.34,4,4,0.00,62.83,21.55
172.64.157.91,4,4,0.00,65.11,20.88
162.159.60.34,4,4,0.00,63.91,20.82
162.159.19.130,4,4,0.00,65.09,19.80
172.64.53.171,4,4,0.00,61.91,19.69
172.64.229.140,4,4,0.00,61.99,16.03
172.64.145.57,4,4,0.00,62.36,14.89
