IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
198.41.222.29,4,4,0.00,62.53,66.83
162.159.35.125,4,4,0.00,59.29,30.29
172.64.153.248,4,4,0.00,62.57,27.21
172.64.145.62,4,4,0.00,61.63,25.91
162.159.45.180,4,4,0.00,60.59,24.19
172.64.42.46,4,4,0.00,60.36,22.45
162.159.61.19,4,4,0.00,63.42,22.20
172.64.40.96,4,4,0.00,64.21,21.97
172.64.152.0,4,4,0.00,62.89,21.66
108.162.195.10,4,4,0.00,60.69,21.20
172.64.156.26,4,4,0.00,63.53,21.03
172.64.32.144,4,4,0.00,62.61,20.72
162.159.58.17,4,4,0.00,58.90,20.60
162.159.15.167,4,4,0.00,61.76,19.46
108.162.196.218,4,4,0.00,61.79,19.38
162.159.10.95,4,4,0.00,64.39,19.33
162.159.41.51,4,4,0.00,61.42,18.41
172.64.33.96,4,4,0.00,62.20,18.40
162.159.38.214,4,4,0.00,58.30,18.05
172.64.41.12,4,4,0.00,62.41,14.16
