IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.48.128,4,4,0.00,62.42,36.68
162.159.12.161,4,4,0.00,61.50,28.91
108.162.196.86,4,4,0.00,62.07,26.93
162.159.20.99,4,4,0.00,61.24,26.73
173.245.59.133,4,4,0.00,58.80,25.16
162.159.41.47,4,4,0.00,63.08,24.90
162.159.61.105,4,4,0.00,62.84,24.38
172.64.151.122,4,4,0.00,61.89,23.95
172.64.156.224,4,4,0.00,62.45,23.71
172.64.38.132,4,4,0.00,60.45,23.41
172.64.40.86,4,4,0.00,62.84,23.27
162.159.3.167,4,4,0.00,62.70,21.92
172.64.148.88,4,4,0.00,61.65,21.02
108.162.193.0,4,4,0.00,60.34,20.00
162.159.38.182,4,4,0.00,61.69,19.56
172.64.149.172,4,4,0.00,62.95,18.69
108.162.195.14,4,4,0.00,62.49,17.69
162.159.23.131,4,4,0.00,60.50,15.59
108.162.194.70,4,4,0.00,59.27,12.53
162.159.45.46,4,4,0.00,62.52,12.48
