IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.52.148,4,4,0.00,60.11,33.84
108.162.196.92,4,4,0.00,61.99,33.62
162.159.46.123,4,4,0.00,57.88,31.30
172.64.145.164,4,4,0.00,61.36,30.93
172.64.152.6,4,4,0.00,57.18,30.38
162.159.2.253,4,4,0.00,61.66,29.64
172.64.50.48,4,4,0.00,61.16,29.02
172.64.148.158,4,4,0.00,59.24,28.78
198.41.223.101,4,4,0.00,58.72,28.29
108.162.193.102,4,4,0.00,60.05,27.71
162.159.42.47,4,4,0.00,59.61,27.22
162.159.33.223,4,4,0.00,61.91,27.18
172.64.38.24,4,4,0.00,61.33,26.71
162.159.41.185,4,4,0.00,59.95,26.26
172.64.32.170,4,4,0.00,58.47,25.87
173.245.59.31,4,4,0.00,57.81,25.50
162.159.4.193,4,4,0.00,60.56,25.32
172.64.153.104,4,4,0.00,60.06,24.55
162.159.18.97,4,4,0.00,59.59,23.03
162.159.9.187,4,4,0.00,59.74,22.15
