IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.50.152,4,4,0.00,60.15,87.96
172.64.53.35,4,4,0.00,63.44,29.44
162.159.49.191,4,4,0.00,62.92,27.91
108.162.193.30,4,4,0.00,61.87,27.42
108.162.198.254,4,4,0.00,64.16,26.97
172.64.154.100,4,4,0.00,61.56,26.48
172.64.42.250,4,4,0.00,61.96,23.56
172.64.152.96,4,4,0.00,61.32,21.67
172.64.38.212,4,4,0.00,64.01,21.16
108.162.195.244,4,4,0.00,64.50,20.86
172.64.147.236,4,4,0.00,63.97,19.51
162.159.15.247,4,4,0.00,60.16,18.18
172.64.157.246,4,4,0.00,63.34,17.25
162.159.2.221,4,4,0.00,63.96,16.99
172.64.155.104,4,4,0.00,64.60,16.71
198.41.222.241,4,4,0.00,64.18,15.85
108.162.196.194,4,4,0.00,61.76,15.36
172.64.148.150,4,4,0.00,65.14,15.08
172.64.33.30,4,4,0.00,62.16,13.18
172.64.151.56,4,4,0.00,63.72,12.01
