IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
108.162.196.10,4,4,0.00,61.89,43.24
172.64.144.4,4,4,0.00,63.58,39.88
162.159.21.87,4,4,0.00,60.41,39.52
162.159.39.122,4,4,0.00,53.99,33.33
162.159.14.185,4,4,0.00,62.36,29.45
162.159.42.241,4,4,0.00,61.65,28.76
108.162.198.85,4,4,0.00,61.70,28.07
162.159.45.140,4,4,0.00,60.51,27.16
162.159.6.211,4,4,0.00,62.47,27.02
173.245.58.15,4,4,0.00,60.74,26.34
162.159.23.23,4,4,0.00,62.60,26.13
162.159.2.193,4,4,0.00,58.67,25.49
162.159.13.37,4,4,0.00,63.86,25.29
162.159.4.125,4,4,0.00,60.31,24.63
162.159.41.99,4,4,0.00,61.11,24.59
162.159.10.233,4,4,0.00,60.91,23.95
162.159.38.84,4,4,0.00,53.89,23.54
108.162.192.84,4,4,0.00,60.96,19.90
173.245.59.221,4,4,0.00,60.21,14.51
172.64.146.76,4,4,0.00,62.46,14.18
