IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.50.111,4,4,0.00,62.61,27.86
172.64.144.31,4,4,0.00,64.15,26.01
172.64.49.229,4,4,0.00,63.48,24.11
172.64.147.97,4,4,0.00,60.52,23.15
172.64.33.69,4,4,0.00,62.62,23.01
162.159.9.164,4,4,0.00,64.45,21.91
162.159.39.109,4,4,0.00,59.10,21.71
172.64.154.63,4,4,0.00,64.29,21.44
198.41.222.82,4,4,0.00,64.09,20.80
162.159.60.40,4,4,0.00,62.45,20.52
162.159.15.230,4,4,0.00,64.25,20.44
172.64.41.27,4,4,0.00,62.74,20.18
172.64.52.52,4,4,0.00,59.46,20.08
172.64.48.243,4,4,0.00,59.01,19.89
162.159.58.246,4,4,0.00,63.92,19.66
162.159.44.163,4,4,0.00,62.84,19.43
172.64.53.212,4,4,0.00,59.56,18.54
162.159.17.18,4,4,0.00,62.38,18.40
162.159.4.122,4,4,0.00,59.76,18.38
162.159.41.232,4,4,0.00,59.37,17.21
