IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.158.195,4,4,0.00,63.93,26.07
108.162.196.157,4,4,0.00,64.27,23.26
173.245.58.246,4,4,0.00,58.03,22.73
198.41.223.172,4,4,0.00,64.14,21.82
172.64.150.97,4,4,0.00,60.59,21.50
172.64.38.253,4,4,0.00,60.77,21.45
172.64.35.219,4,4,0.00,63.64,21.38
172.64.153.81,4,4,0.00,62.07,21.18
172.64.157.3,4,4,0.00,58.32,20.90
162.159.17.254,4,4,0.00,63.96,20.58
172.64.151.119,4,4,0.00,64.05,20.55
108.162.198.161,4,4,0.00,62.55,20.27
172.64.155.107,4,4,0.00,59.54,19.97
162.159.3.28,4,4,0.00,64.40,19.92
108.162.192.39,4,4,0.00,63.73,19.36
162.159.12.146,4,4,0.00,63.44,18.89
108.162.195.117,4,4,0.00,61.38,17.73
108.162.193.237,4,4,0.00,60.07,17.20
172.64.41.75,4,4,0.00,62.61,15.79
172.64.154.151,4,4,0.00,64.41,13.70
