IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.9.82,4,4,0.00,59.59,54.81
108.162.198.222,4,4,0.00,54.77,43.92
162.159.34.216,4,4,0.00,59.70,41.79
173.245.58.110,4,4,0.00,58.90,33.98
172.64.146.227,4,4,0.00,59.43,32.76
162.159.44.197,4,4,0.00,56.73,31.96
162.159.60.6,4,4,0.00,60.09,30.42
172.64.52.176,4,4,0.00,58.81,29.45
162.159.42.148,4,4,0.00,59.58,28.02
162.159.20.24,4,4,0.00,58.77,27.93
162.159.38.15,4,4,0.00,59.20,27.62
172.64.42.17,4,4,0.00,60.04,27.44
198.41.222.232,4,4,0.00,60.50,26.03
162.159.12.72,4,4,0.00,61.32,24.83
172.64.229.134,4,4,0.00,58.17,24.66
172.64.53.29,4,4,0.00,52.79,24.61
162.159.15.164,4,4,0.00,58.97,24.10
172.64.158.193,4,4,0.00,60.06,19.83
104.18.37.161,4,4,0.00,61.18,15.10
108.162.192.59,4,4,0.00,59.57,14.02
