IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.32.192,4,4,0.00,60.41,39.55
172.64.49.84,4,4,0.00,64.80,28.29
172.64.150.19,4,4,0.00,65.29,27.01
162.159.19.229,4,4,0.00,63.37,24.97
162.159.10.243,4,4,0.00,61.66,24.93
172.64.145.46,4,4,0.00,65.07,24.93
162.159.44.226,4,4,0.00,60.67,24.83
162.159.49.141,4,4,0.00,65.56,24.63
172.64.33.78,4,4,0.00,61.45,24.05
162.159.61.173,4,4,0.00,63.10,23.08
172.64.148.72,4,4,0.00,62.41,22.37
172.64.154.140,4,4,0.00,62.30,20.65
162.159.38.132,4,4,0.00,65.32,20.51
162.159.14.181,4,4,0.00,63.83,20.48
162.159.42.65,4,4,0.00,63.26,20.10
172.64.40.102,4,4,0.00,58.75,19.21
198.41.222.181,4,4,0.00,62.92,18.98
172.64.52.15,4,4,0.00,63.01,17.65
162.159.7.77,4,4,0.00,61.08,17.15
162.159.45.191,4,4,0.00,65.31,16.81
