IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.7.206,4,4,0.00,62.03,13.38
162.159.40.204,4,4,0.00,62.65,13.03
198.41.223.114,4,4,0.00,61.77,12.90
162.159.3.104,4,4,0.00,61.69,12.88
108.162.194.41,4,4,0.00,61.95,12.85
162.159.27.42,4,4,0.00,63.27,12.84
162.159.36.254,4,4,0.00,58.15,12.83
172.64.48.247,4,4,0.00,62.63,12.83
172.64.157.199,4,4,0.00,57.87,12.79
172.64.150.131,4,4,0.00,59.69,12.78
172.64.154.119,4,4,0.00,60.20,12.69
162.159.60.14,4,4,0.00,62.79,12.64
162.159.24.124,4,4,0.00,62.70,12.51
162.159.45.125,4,4,0.00,63.00,12.44
172.64.35.141,4,4,0.00,60.28,12.39
162.159.22.70,4,4,0.00,63.77,12.35
162.159.62.172,4,4,0.00,60.97,11.63
162.159.6.60,4,4,0.00,60.20,11.45
172.64.50.161,4,4,0.00,60.66,10.49
162.159.42.164,4,4,0.00,61.61,4.50
