IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.34.57,4,4,0.00,69.03,25.82
162.159.7.146,4,4,0.00,65.34,25.38
172.64.53.79,4,4,0.00,66.86,23.24
172.64.157.3,4,4,0.00,68.74,22.97
162.159.6.214,4,4,0.00,65.32,21.45
108.162.198.185,4,4,0.00,67.64,20.66
108.162.194.176,4,4,0.00,70.80,20.18
108.162.193.72,4,4,0.00,70.25,18.79
162.159.10.152,4,4,0.00,69.63,17.67
162.159.39.79,4,4,0.00,67.70,17.59
172.64.154.45,4,4,0.00,68.04,17.37
198.41.211.244,4,4,0.00,65.61,17.15
162.159.3.200,4,4,0.00,70.03,16.93
162.159.16.202,4,4,0.00,68.31,16.51
172.64.48.199,4,4,0.00,69.91,16.41
198.41.222.212,4,4,0.00,68.49,16.23
198.41.223.35,4,4,0.00,64.87,15.89
173.245.59.47,4,4,0.00,69.57,14.80
172.64.35.22,4,4,0.00,66.72,12.10
162.159.17.55,4,4,0.00,64.30,11.62
