IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
198.41.222.141,4,4,0.00,60.13,23.16
108.162.195.136,4,4,0.00,65.05,22.13
162.159.27.221,4,4,0.00,66.54,21.71
162.159.6.202,4,4,0.00,67.03,21.34
108.162.198.74,4,4,0.00,65.97,21.31
162.159.49.99,4,4,0.00,67.61,19.93
162.159.1.126,4,4,0.00,65.97,19.88
162.159.25.222,4,4,0.00,66.23,19.46
172.64.147.219,4,4,0.00,63.28,19.22
198.41.223.247,4,4,0.00,67.50,18.83
172.64.52.36,4,4,0.00,65.21,18.77
162.159.32.82,4,4,0.00,66.82,18.72
162.159.45.205,4,4,0.00,67.61,18.05
162.159.19.44,4,4,0.00,66.26,17.99
162.159.8.245,4,4,0.00,66.82,17.17
162.159.48.216,4,4,0.00,63.13,16.20
172.64.53.225,4,4,0.00,64.21,16.16
172.64.154.199,4,4,0.00,64.01,16.15
108.162.196.128,4,4,0.00,65.33,16.10
162.159.38.58,4,4,0.00,62.47,13.74
