IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.145.250,4,4,0.00,61.12,60.91
162.159.43.37,4,4,0.00,60.32,26.76
198.41.211.203,4,4,0.00,63.12,25.24
172.64.147.73,4,4,0.00,63.72,25.22
172.64.158.160,4,4,0.00,63.26,24.71
172.64.151.182,4,4,0.00,59.63,24.14
162.159.17.239,4,4,0.00,61.74,23.86
172.64.156.22,4,4,0.00,61.48,23.46
162.159.5.201,4,4,0.00,60.59,23.32
172.64.148.66,4,4,0.00,60.14,21.38
162.159.62.97,4,4,0.00,58.97,20.95
198.41.222.119,4,4,0.00,63.39,20.93
162.159.10.77,4,4,0.00,61.81,20.90
162.159.12.215,4,4,0.00,61.95,20.04
108.162.193.18,4,4,0.00,61.96,19.77
162.159.3.103,4,4,0.00,62.23,19.23
162.159.34.123,4,4,0.00,61.78,18.91
198.41.223.91,4,4,0.00,61.96,18.67
172.64.150.74,4,4,0.00,62.88,17.94
172.64.35.14,4,4,0.00,63.50,17.75
