IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.60.162,4,4,0.00,68.38,25.91
172.64.52.138,4,4,0.00,66.25,25.53
108.162.198.170,4,4,0.00,62.85,24.89
162.159.38.115,4,4,0.00,66.77,23.05
162.159.40.205,4,4,0.00,68.07,22.60
173.245.58.104,4,4,0.00,68.66,22.52
162.159.16.164,4,4,0.00,68.31,22.39
162.159.44.195,4,4,0.00,64.35,21.57
172.64.53.37,4,4,0.00,60.65,21.55
162.159.3.228,4,4,0.00,66.60,21.21
162.159.62.72,4,4,0.00,64.76,21.10
162.159.11.66,4,4,0.00,68.82,20.99
162.159.13.35,4,4,0.00,66.19,20.72
104.18.42.216,4,4,0.00,67.59,20.67
162.159.8.181,4,4,0.00,66.21,19.53
162.159.42.43,4,4,0.00,67.25,19.17
172.64.49.209,4,4,0.00,64.85,18.31
172.64.48.231,4,4,0.00,68.50,15.75
162.159.39.179,4,4,0.00,66.88,14.00
162.159.34.157,4,4,0.00,62.99,11.49
