IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.15.194,4,4,0.00,65.56,25.37
172.64.151.16,4,4,0.00,66.90,25.04
162.159.16.29,4,4,0.00,63.97,24.37
162.159.44.163,4,4,0.00,63.94,24.06
162.159.26.126,4,4,0.00,65.74,23.98
162.159.20.224,4,4,0.00,67.07,23.85
172.64.146.209,4,4,0.00,62.48,22.51
162.159.49.181,4,4,0.00,64.88,21.13
172.64.52.49,4,4,0.00,67.15,20.83
162.159.45.28,4,4,0.00,61.27,20.61
162.159.22.254,4,4,0.00,64.69,20.18
172.64.149.93,4,4,0.00,65.49,18.10
108.162.198.87,4,4,0.00,64.57,17.50
162.159.34.32,4,4,0.00,67.20,16.48
172.64.49.82,4,4,0.00,62.84,15.91
162.159.7.169,4,4,0.00,67.05,15.43
172.64.53.155,4,4,0.00,63.84,15.26
162.159.0.1,4,4,0.00,65.00,15.23
162.159.39.19,4,4,0.00,61.17,14.54
172.64.229.146,4,4,0.00,57.84,13.99
