IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.40.208,4,4,0.00,60.37,36.18
162.159.40.235,4,4,0.00,58.13,30.87
172.64.43.186,4,4,0.00,59.88,30.44
108.162.194.52,4,4,0.00,61.72,29.76
162.159.45.86,4,4,0.00,58.97,29.47
172.64.154.190,4,4,0.00,62.69,29.18
162.159.39.118,4,4,0.00,52.57,27.13
162.159.7.27,4,4,0.00,60.67,26.88
173.245.58.1,4,4,0.00,61.68,26.62
162.159.36.191,4,4,0.00,62.20,25.49
172.64.41.34,4,4,0.00,58.26,25.26
162.159.4.23,4,4,0.00,59.08,25.13
108.162.198.206,4,4,0.00,60.69,25.02
162.159.3.21,4,4,0.00,63.05,23.83
172.64.52.231,4,4,0.00,52.47,23.48
162.159.6.113,4,4,0.00,60.92,23.11
162.159.34.63,4,4,0.00,60.10,21.91
162.159.24.97,4,4,0.00,61.51,20.15
162.159.0.69,4,4,0.00,58.82,17.89
108.162.192.230,4,4,0.00,59.45,15.06
