IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.32.243,4,4,0.00,61.30,77.18
162.159.16.83,4,4,0.00,61.59,66.36
172.64.156.98,4,4,0.00,60.74,41.40
172.64.53.23,4,4,0.00,60.00,35.31
162.159.49.225,4,4,0.00,58.48,34.87
162.159.7.143,4,4,0.00,61.26,34.30
162.159.21.99,4,4,0.00,61.35,34.14
162.159.1.105,4,4,0.00,58.67,33.08
172.64.49.174,4,4,0.00,60.27,32.88
162.159.9.205,4,4,0.00,61.19,31.71
108.162.195.158,4,4,0.00,60.95,31.67
162.159.41.77,4,4,0.00,61.92,31.40
162.159.12.223,4,4,0.00,61.43,31.31
172.64.229.192,4,4,0.00,49.69,28.50
172.64.50.130,4,4,0.00,60.95,28.18
162.159.0.45,4,4,0.00,61.92,27.83
162.159.61.163,4,4,0.00,62.22,27.00
172.64.150.56,4,4,0.00,57.44,26.77
172.64.155.144,4,4,0.00,58.01,25.79
162.159.48.189,4,4,0.00,59.29,24.06
