IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.61.42,4,4,0.00,59.89,42.67
162.159.11.110,4,4,0.00,61.68,33.64
162.159.27.48,4,4,0.00,62.42,31.28
173.245.58.96,4,4,0.00,63.36,27.15
162.159.4.158,4,4,0.00,61.63,25.47
162.159.33.70,4,4,0.00,63.61,23.20
162.159.18.140,4,4,0.00,62.53,23.04
108.162.198.90,4,4,0.00,60.96,22.18
162.159.12.132,4,4,0.00,63.68,22.05
198.41.211.170,4,4,0.00,61.19,21.84
162.159.45.157,4,4,0.00,62.82,21.80
172.64.157.51,4,4,0.00,60.96,21.51
172.64.53.54,4,4,0.00,62.60,20.94
172.64.159.229,4,4,0.00,63.51,20.90
162.159.35.226,4,4,0.00,63.91,20.65
172.64.32.33,4,4,0.00,63.47,19.92
162.159.2.242,4,4,0.00,58.87,19.70
172.64.43.93,4,4,0.00,62.90,18.59
162.159.41.72,4,4,0.00,63.62,16.99
162.159.6.86,4,4,0.00,61.25,12.50
