IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
108.162.198.37,4,4,0.00,61.28,70.43
162.159.35.150,4,4,0.00,63.72,33.38
172.64.229.34,4,4,0.00,58.97,30.90
162.159.8.4,4,4,0.00,63.58,29.05
198.41.223.222,4,4,0.00,62.61,26.33
162.159.62.48,4,4,0.00,63.39,23.25
172.64.145.243,4,4,0.00,63.10,22.90
172.64.33.63,4,4,0.00,62.67,21.40
172.64.53.246,4,4,0.00,63.02,21.03
162.159.26.12,4,4,0.00,61.74,20.25
172.64.52.209,4,4,0.00,58.64,19.68
172.64.41.161,4,4,0.00,63.95,19.34
172.64.157.213,4,4,0.00,63.56,18.59
162.159.4.128,4,4,0.00,62.52,18.40
162.159.24.214,4,4,0.00,60.72,17.51
172.64.158.239,4,4,0.00,60.34,17.13
172.64.144.131,4,4,0.00,60.82,16.57
172.64.147.235,4,4,0.00,62.23,15.41
162.159.2.184,4,4,0.00,63.70,13.16
172.64.43.153,4,4,0.00,59.45,13.13
