IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.7.238,4,4,0.00,68.75,25.04
172.64.53.242,4,4,0.00,62.34,23.17
162.159.20.222,4,4,0.00,68.59,22.71
198.41.222.164,4,4,0.00,67.21,21.83
108.162.196.19,4,4,0.00,64.64,21.79
172.64.52.215,4,4,0.00,68.30,21.65
108.162.198.10,4,4,0.00,54.76,21.07
162.159.18.158,4,4,0.00,68.44,20.63
108.162.194.1,4,4,0.00,68.03,19.48
108.162.195.124,4,4,0.00,67.41,18.99
172.64.50.82,4,4,0.00,68.24,18.52
162.159.39.8,4,4,0.00,65.34,18.10
162.159.42.97,4,4,0.00,65.55,17.86
162.159.60.220,4,4,0.00,67.34,17.83
162.159.14.189,4,4,0.00,64.11,17.76
162.159.58.91,4,4,0.00,66.54,17.65
162.159.10.145,4,4,0.00,65.32,17.24
172.64.33.243,4,4,0.00,65.44,16.26
162.159.45.244,4,4,0.00,62.55,15.98
162.159.38.63,4,4,0.00,59.87,15.52
