IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.155.239,4,4,0.00,62.91,65.91
172.64.43.67,4,4,0.00,62.79,34.62
162.159.39.2,4,4,0.00,63.27,32.46
172.64.158.57,4,4,0.00,60.30,26.21
173.245.58.202,4,4,0.00,61.55,23.92
162.159.25.154,4,4,0.00,61.53,22.22
198.41.223.122,4,4,0.00,61.73,21.92
172.64.149.135,4,4,0.00,63.81,21.85
172.64.41.177,4,4,0.00,59.62,20.13
172.64.38.115,4,4,0.00,62.24,19.97
108.162.196.57,4,4,0.00,60.18,19.93
172.64.154.109,4,4,0.00,63.17,19.65
162.159.23.2,4,4,0.00,60.58,19.24
162.159.2.250,4,4,0.00,61.52,19.19
162.159.22.170,4,4,0.00,62.01,19.10
162.159.20.0,4,4,0.00,59.48,18.76
162.159.26.12,4,4,0.00,62.29,18.14
162.159.46.60,4,4,0.00,63.23,17.53
172.64.32.125,4,4,0.00,60.24,12.20
172.64.151.77,4,4,0.00,60.02,12.06
