IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.154.81,4,4,0.00,61.11,43.88
162.159.25.54,4,4,0.00,60.33,40.06
172.64.33.5,4,4,0.00,62.14,32.60
172.64.52.175,4,4,0.00,55.66,30.71
162.159.44.102,4,4,0.00,62.05,30.55
162.159.32.2,4,4,0.00,62.71,30.46
104.18.42.17,4,4,0.00,60.81,28.86
162.159.45.102,4,4,0.00,62.17,28.33
198.41.223.174,4,4,0.00,61.68,27.72
104.18.32.245,4,4,0.00,60.57,27.17
108.162.198.235,4,4,0.00,59.53,27.07
162.159.43.158,4,4,0.00,62.63,26.13
108.162.196.149,4,4,0.00,61.90,26.03
172.64.152.115,4,4,0.00,58.74,25.92
162.159.23.94,4,4,0.00,60.78,25.84
162.159.40.234,4,4,0.00,62.21,25.13
104.18.33.115,4,4,0.00,61.60,24.83
104.18.46.101,4,4,0.00,61.53,24.13
172.64.32.165,4,4,0.00,62.58,23.33
172.64.50.195,4,4,0.00,58.33,23.24
