IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.154.160,4,4,0.00,67.21,23.72
162.159.24.236,4,4,0.00,67.58,22.95
172.64.34.88,4,4,0.00,67.33,21.40
172.64.49.181,4,4,0.00,68.65,21.33
162.159.49.0,4,4,0.00,68.63,20.84
172.64.53.34,4,4,0.00,66.97,19.49
172.64.152.160,4,4,0.00,63.78,19.36
162.159.39.29,4,4,0.00,60.14,19.26
162.159.9.86,4,4,0.00,66.87,19.10
108.162.198.163,4,4,0.00,61.91,19.00
162.159.43.149,4,4,0.00,68.63,18.47
172.64.41.78,4,4,0.00,68.10,18.19
162.159.6.112,4,4,0.00,64.15,17.32
162.159.45.36,4,4,0.00,67.21,16.71
162.159.18.161,4,4,0.00,65.84,16.63
162.159.60.218,4,4,0.00,65.84,16.39
172.64.38.187,4,4,0.00,68.77,15.54
172.64.158.163,4,4,0.00,68.40,14.57
108.162.195.117,4,4,0.00,64.27,14.01
162.159.15.109,4,4,0.00,64.26,12.60
