IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.1.27,4,4,0.00,60.94,85.99
172.64.40.170,4,4,0.00,60.58,32.60
162.159.39.205,4,4,0.00,62.75,31.14
162.159.9.69,4,4,0.00,58.92,30.99
162.159.45.28,4,4,0.00,59.48,30.98
162.159.7.203,4,4,0.00,63.23,30.69
172.64.148.64,4,4,0.00,60.95,30.24
162.159.38.54,4,4,0.00,53.44,29.96
162.159.32.53,4,4,0.00,61.28,29.49
162.159.14.245,4,4,0.00,62.79,29.14
172.64.145.168,4,4,0.00,60.10,29.10
162.159.4.107,4,4,0.00,63.30,29.03
162.159.24.229,4,4,0.00,62.22,27.23
162.159.3.27,4,4,0.00,62.70,26.74
162.159.41.223,4,4,0.00,61.48,25.54
172.64.150.116,4,4,0.00,60.64,25.42
172.64.151.170,4,4,0.00,61.47,25.16
172.64.41.142,4,4,0.00,60.63,22.54
108.162.193.122,4,4,0.00,59.21,18.59
173.245.58.219,4,4,0.00,60.13,3.15
