IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.144.131,4,4,0.00,61.81,41.10
162.159.17.50,4,4,0.00,61.19,32.14
162.159.45.147,4,4,0.00,60.15,30.52
172.64.52.218,4,4,0.00,55.98,30.25
172.64.149.143,4,4,0.00,60.72,29.95
172.64.53.81,4,4,0.00,55.09,29.55
162.159.38.174,4,4,0.00,59.43,29.49
172.64.33.251,4,4,0.00,61.91,29.16
108.162.196.49,4,4,0.00,59.47,29.10
162.159.46.246,4,4,0.00,58.59,29.10
162.159.48.222,4,4,0.00,60.28,27.37
162.159.39.35,4,4,0.00,57.39,27.28
172.64.152.203,4,4,0.00,60.96,27.09
104.18.44.199,4,4,0.00,61.89,27.08
108.162.198.175,4,4,0.00,59.29,26.32
173.245.58.148,4,4,0.00,61.74,26.15
172.64.32.103,4,4,0.00,60.24,23.89
104.18.46.99,4,4,0.00,59.95,23.79
162.159.8.156,4,4,0.00,58.76,20.81
162.159.44.117,4,4,0.00,58.57,5.20
