IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.49.130,4,4,0.00,60.42,182.51
162.159.15.50,4,4,0.00,61.26,40.21
162.159.2.220,4,4,0.00,61.87,37.09
162.159.10.216,4,4,0.00,61.07,32.46
162.159.27.220,4,4,0.00,62.10,31.72
162.159.58.168,4,4,0.00,62.37,30.20
162.159.45.56,4,4,0.00,57.08,29.09
162.159.24.106,4,4,0.00,62.33,28.53
162.159.38.82,4,4,0.00,61.23,28.28
162.159.43.72,4,4,0.00,61.88,28.23
172.64.32.127,4,4,0.00,62.44,27.31
108.162.192.145,4,4,0.00,59.60,27.03
162.159.8.130,4,4,0.00,60.73,26.96
172.64.41.75,4,4,0.00,62.39,26.59
162.159.19.210,4,4,0.00,62.92,25.67
172.64.154.205,4,4,0.00,62.86,25.57
162.159.21.158,4,4,0.00,62.96,25.49
172.64.53.4,4,4,0.00,56.48,25.26
162.159.34.2,4,4,0.00,62.53,25.12
172.64.38.115,4,4,0.00,63.15,24.67
