IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.44.99,4,4,0.00,61.45,33.51
162.159.9.110,4,4,0.00,62.79,32.90
162.159.12.142,4,4,0.00,61.80,32.41
162.159.13.252,4,4,0.00,60.90,26.87
172.64.48.61,4,4,0.00,61.35,23.46
172.64.40.175,4,4,0.00,60.14,23.03
162.159.20.160,4,4,0.00,64.42,22.89
162.159.24.18,4,4,0.00,61.29,22.69
172.64.53.182,4,4,0.00,59.19,22.19
162.159.23.190,4,4,0.00,58.78,21.67
162.159.39.92,4,4,0.00,61.55,21.46
162.159.6.170,4,4,0.00,62.47,21.37
162.159.61.22,4,4,0.00,63.51,21.37
162.159.43.152,4,4,0.00,64.13,21.36
162.159.35.186,4,4,0.00,64.18,20.90
162.159.45.105,4,4,0.00,61.57,19.89
172.64.33.245,4,4,0.00,63.74,19.79
108.162.198.38,4,4,0.00,60.54,18.73
162.159.36.226,4,4,0.00,58.71,18.11
172.64.229.105,4,4,0.00,60.96,17.01
