IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.45.195,4,4,0.00,61.66,28.03
162.159.14.54,4,4,0.00,66.34,24.33
172.64.50.149,4,4,0.00,66.51,22.98
108.162.198.93,4,4,0.00,67.20,21.88
198.41.223.222,4,4,0.00,67.00,21.70
108.162.196.200,4,4,0.00,64.91,20.85
172.64.38.114,4,4,0.00,66.71,19.64
172.64.52.248,4,4,0.00,63.96,19.57
162.159.39.107,4,4,0.00,63.21,18.97
108.162.193.147,4,4,0.00,64.96,18.38
108.162.192.2,4,4,0.00,65.87,18.10
162.159.27.16,4,4,0.00,65.57,17.36
162.159.13.24,4,4,0.00,63.93,17.01
162.159.1.45,4,4,0.00,66.09,16.90
172.64.144.33,4,4,0.00,67.25,16.69
162.159.15.142,4,4,0.00,67.46,16.67
162.159.38.148,4,4,0.00,57.28,16.31
162.159.7.198,4,4,0.00,67.55,15.87
172.64.32.13,4,4,0.00,67.72,15.60
172.64.154.143,4,4,0.00,66.78,14.29
