IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
108.162.198.13,4,4,0.00,54.75,62.79
162.159.58.88,4,4,0.00,61.99,31.88
162.159.2.102,4,4,0.00,61.86,30.34
172.64.41.67,4,4,0.00,65.93,25.36
162.159.15.160,4,4,0.00,62.66,25.30
108.162.193.171,4,4,0.00,61.94,24.04
172.64.52.83,4,4,0.00,64.63,23.41
162.159.27.120,4,4,0.00,65.79,23.16
162.159.8.130,4,4,0.00,65.91,22.92
162.159.1.54,4,4,0.00,65.50,21.90
198.41.222.122,4,4,0.00,65.30,21.46
162.159.19.242,4,4,0.00,62.30,21.04
198.41.223.48,4,4,0.00,59.87,20.88
162.159.20.64,4,4,0.00,62.53,20.80
162.159.7.118,4,4,0.00,61.74,20.23
162.159.9.178,4,4,0.00,64.30,20.15
162.159.3.250,4,4,0.00,65.16,19.39
198.41.211.94,4,4,0.00,64.57,19.09
162.159.0.164,4,4,0.00,61.81,17.70
162.159.60.216,4,4,0.00,64.88,4.06
