IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.26.129,4,4,0.00,66.00,25.18
162.159.22.144,4,4,0.00,68.40,25.07
172.64.50.50,4,4,0.00,66.05,24.87
162.159.44.224,4,4,0.00,59.06,24.40
162.159.16.36,4,4,0.00,65.48,23.34
162.159.4.49,4,4,0.00,67.33,22.43
108.162.196.42,4,4,0.00,64.41,21.75
173.245.58.94,4,4,0.00,63.58,21.16
162.159.2.123,4,4,0.00,68.01,20.57
172.64.52.184,4,4,0.00,62.95,19.76
108.162.193.101,4,4,0.00,67.30,19.52
162.159.15.181,4,4,0.00,68.79,19.23
162.159.48.153,4,4,0.00,69.18,18.56
198.41.223.141,4,4,0.00,64.20,17.53
108.162.198.44,4,4,0.00,62.25,17.07
172.64.32.154,4,4,0.00,69.11,16.92
162.159.5.192,4,4,0.00,66.88,16.54
162.159.39.104,4,4,0.00,60.98,15.29
162.159.18.250,4,4,0.00,68.44,15.27
162.159.38.132,4,4,0.00,64.03,13.40
