IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.13.35,4,4,0.00,61.20,89.53
108.162.198.209,4,4,0.00,58.17,37.44
162.159.62.237,4,4,0.00,60.41,34.19
108.162.195.128,4,4,0.00,61.18,32.65
172.64.148.132,4,4,0.00,59.71,32.27
162.159.1.191,4,4,0.00,61.97,32.16
162.159.39.96,4,4,0.00,55.94,30.33
172.64.144.52,4,4,0.00,57.86,30.20
172.64.149.56,4,4,0.00,62.44,29.57
162.159.34.189,4,4,0.00,58.22,29.40
162.159.45.246,4,4,0.00,58.01,28.48
162.159.33.213,4,4,0.00,59.65,28.30
162.159.61.47,4,4,0.00,61.55,26.58
172.64.145.162,4,4,0.00,62.20,26.57
172.64.53.238,4,4,0.00,62.33,25.53
162.159.16.121,4,4,0.00,61.89,24.71
172.64.154.92,4,4,0.00,62.43,24.17
172.64.157.250,4,4,0.00,61.58,24.09
162.159.5.211,4,4,0.00,60.97,23.85
162.159.6.59,4,4,0.00,61.37,1.38
