IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.145.12,4,4,0.00,62.11,28.68
108.162.194.134,4,4,0.00,65.99,24.92
172.64.40.82,4,4,0.00,67.00,24.91
172.64.154.87,4,4,0.00,65.83,23.48
172.64.34.216,4,4,0.00,61.83,23.30
198.41.223.9,4,4,0.00,59.91,22.94
198.41.211.243,4,4,0.00,65.28,22.85
172.64.50.80,4,4,0.00,66.83,22.78
172.64.229.133,4,4,0.00,60.37,22.03
172.64.159.112,4,4,0.00,64.51,21.45
162.159.25.233,4,4,0.00,65.60,21.38
172.64.33.198,4,4,0.00,60.00,21.35
162.159.11.165,4,4,0.00,65.60,20.41
172.64.155.248,4,4,0.00,62.89,19.39
108.162.193.78,4,4,0.00,63.94,19.17
162.159.9.119,4,4,0.00,64.80,18.72
172.64.52.176,4,4,0.00,66.32,18.30
172.64.147.176,4,4,0.00,63.03,17.97
162.159.17.55,4,4,0.00,67.15,16.84
108.162.198.204,4,4,0.00,63.74,1.98
