IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
172.64.53.202,4,4,0.00,65.33,25.03
162.159.38.60,4,4,0.00,63.81,22.89
162.159.21.252,4,4,0.00,67.25,22.68
162.159.5.202,4,4,0.00,64.23,21.59
162.159.16.133,4,4,0.00,67.37,20.30
172.64.145.60,4,4,0.00,66.22,19.91
172.64.150.132,4,4,0.00,66.42,19.75
162.159.45.247,4,4,0.00,60.37,19.45
162.159.19.66,4,4,0.00,65.51,19.30
108.162.194.14,4,4,0.00,66.14,18.75
108.162.198.85,4,4,0.00,65.26,18.72
162.159.23.115,4,4,0.00,64.25,17.28
173.245.59.65,4,4,0.00,66.42,17.07
162.159.14.70,4,4,0.00,67.72,17.01
162.159.58.214,4,4,0.00,67.93,16.75
172.64.151.27,4,4,0.00,65.71,16.51
172.64.52.19,4,4,0.00,65.81,16.49
162.159.25.137,4,4,0.00,67.47,16.43
162.159.10.220,4,4,0.00,66.39,14.90
162.159.39.168,4,4,0.00,63.37,13.94
