IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.58.24,4,4,0.00,64.91,23.96
162.159.12.142,4,4,0.00,64.56,23.71
108.162.195.13,4,4,0.00,66.73,22.03
173.245.58.131,4,4,0.00,66.71,21.30
162.159.45.70,4,4,0.00,64.35,20.98
162.159.13.126,4,4,0.00,66.59,20.78
172.64.147.223,4,4,0.00,63.38,20.70
172.64.52.39,4,4,0.00,58.82,20.62
162.159.1.61,4,4,0.00,66.71,20.62
162.159.38.37,4,4,0.00,56.65,19.68
162.159.25.30,4,4,0.00,65.40,19.60
172.64.159.237,4,4,0.00,64.84,19.33
162.159.44.101,4,4,0.00,64.98,18.15
162.159.39.253,4,4,0.00,66.71,18.11
172.64.154.2,4,4,0.00,64.10,17.99
108.162.198.63,4,4,0.00,57.22,17.78
172.64.50.1,4,4,0.00,66.63,17.76
108.162.196.7,4,4,0.00,65.46,17.56
172.64.158.160,4,4,0.00,66.21,15.98
172.64.38.148,4,4,0.00,63.67,15.80
