IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
173.245.58.119,4,4,0.00,59.10,38.99
172.64.157.212,4,4,0.00,59.53,27.85
172.64.53.214,4,4,0.00,64.16,26.99
162.159.4.1,4,4,0.00,60.16,26.96
162.159.38.126,4,4,0.00,64.05,26.21
108.162.196.216,4,4,0.00,62.64,25.19
172.64.49.10,4,4,0.00,59.04,24.36
162.159.11.9,4,4,0.00,59.97,23.14
172.64.33.218,4,4,0.00,64.08,21.74
172.64.52.186,4,4,0.00,59.38,21.67
162.159.61.253,4,4,0.00,64.77,21.35
162.159.48.243,4,4,0.00,62.13,21.24
198.41.211.47,4,4,0.00,63.70,19.79
162.159.14.193,4,4,0.00,61.31,18.72
162.159.6.201,4,4,0.00,63.82,18.54
172.64.35.76,4,4,0.00,63.31,18.25
162.159.25.207,4,4,0.00,61.25,17.31
172.64.144.38,4,4,0.00,62.78,15.45
162.159.7.171,4,4,0.00,62.22,14.03
172.64.159.110,4,4,0.00,63.10,9.39
