IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
173.245.59.46,4,4,0.00,67.84,84.76
162.159.0.160,4,4,0.00,63.82,35.99
172.64.147.22,4,4,0.00,65.56,32.09
172.64.52.79,4,4,0.00,65.95,28.96
162.159.14.152,4,4,0.00,67.80,27.50
172.64.144.167,4,4,0.00,63.73,26.94
172.64.145.199,4,4,0.00,63.43,26.13
172.64.151.227,4,4,0.00,64.57,25.29
172.64.33.151,4,4,0.00,66.83,23.98
108.162.195.3,4,4,0.00,61.71,23.33
162.159.10.156,4,4,0.00,67.04,22.25
172.64.153.1,4,4,0.00,64.73,21.48
172.64.150.123,4,4,0.00,63.45,21.05
162.159.3.18,4,4,0.00,67.51,20.41
172.64.35.137,4,4,0.00,63.05,20.38
172.64.32.95,4,4,0.00,62.35,19.68
172.64.48.201,4,4,0.00,61.32,19.45
172.64.152.175,4,4,0.00,63.86,19.00
172.64.41.173,4,4,0.00,66.49,16.54
162.159.9.210,4,4,0.00,66.13,14.23
