IP Address,Sent,Received,Loss Rate,Average Delay,Download Speed (MB/s)
162.159.11.176,4,4,0.00,64.84,58.11
172.64.229.152,4,4,0.00,64.45,33.09
162.159.6.226,4,4,0.00,63.85,31.25
172.64.52.167,4,4,0.00,59.50,27.42
172.64.41.65,4,4,0.00,64.80,25.29
162.159.39.129,4,4,0.00,63.03,25.00
162.159.26.80,4,4,0.00,64.68,22.72
162.159.24.86,4,4,0.00,64.25,22.54
172.64.49.143,4,4,0.00,62.85,22.52
162.159.10.178,4,4,0.00,64.23,22.10
172.64.145.233,4,4,0.00,60.88,22.10
172.64.154.239,4,4,0.00,61.56,20.80
172.64.53.45,4,4,0.00,61.66,18.42
162.159.5.4,4,4,0.00,61.16,18.40
162.159.0.88,4,4,0.00,63.63,18.02
172.64.40.29,4,4,0.00,64.71,17.62
162.159.38.249,4,4,0.00,61.90,17.30
162.159.44.176,4,4,0.00,62.29,16.57
172.64.148.65,4,4,0.00,62.78,15.34
162.159.9.254,4,4,0.00,63.65,12.69
